mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
48	48	141	141	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	450									
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	451									
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	452									
49	49	144	144	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	453		ornamentTrill							
49	49	145	145	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	454									
49	49	436/3	436/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	455									
49	49	437/3	437/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	456									
49	49	146	146	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	457									
49	49	439/3	439/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	458									
49	49	440/3	440/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	459									
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	460									
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	461									
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	462									
50	50	147	147	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	463		ornamentTrill						10	
50	50	591/4	591/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	464								10	
50	50	1183/8	1183/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	465									
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	466									
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	467									
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	468									
51	51	150	150	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	469									
51	51	151	151	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	470									
51	51	454/3	454/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	471									
51	51	455/3	455/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	472									
51	51	152	152	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	473									
51	51	457/3	457/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	474									
51	51	458/3	458/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	475									
51	51	150	150	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	476									
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	477									
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	478									
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	479									
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	480									
52	52	154	154	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	481									
52	52	463/3	463/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	482									
52	52	464/3	464/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	483									
52	52	155	155	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	484									
52	52	466/3	466/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	485									
52	52	467/3	467/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	486									
52	52	153	153	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	487									
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	488									
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	489									
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	490									
53	53	156	156	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	491									
53	53	156	156	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	492									
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	493									
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	494									
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	495									
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	496									
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	497									
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	498									
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	499									
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	500									
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	501									
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	502									
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	503									
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	504									
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	505									
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	506									
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	507									
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	508									
55	55	162	162	0.0	0	0	Dynamic	3/4	1	1	0					p								
55	55	162	162	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	509		ornamentTrill							
55	55	163	163	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	510								11	
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	511									
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	512									
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	513		ornamentTrill							
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	514								12	
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	515									
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	516		ornamentTrill							
57	57	169	169	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	517								13	
57	57	170	170	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	518									
57	57	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	519									
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	520									
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	521									
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	522		ornamentTrill							
58	58	172	172	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	523								14	
58	58	173	173	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	524									
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	525									
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	526									
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	527									
59	59	174	174	0.0	0	0	Dynamic	3/4	1	1	0					f								
59	59	174	174	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	528									
59	59	175	175	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	529									
59	59	526/3	526/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	530									
59	59	527/3	527/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	531									
59	59	176	176	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	532									
59	59	529/3	529/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	533									
59	59	530/3	530/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	534									
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	535									
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	536									
59	59	174	174	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	537									
60	60	177	177	0.0	0	0	Chord	3/4	1	1	0	grace4	1/4	1	538									
60	60	177	177	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	539		ornamentTrill							
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	540									
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	541									
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	542									
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	543									
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	544									
61	61	181	181	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	545									
61	61	544/3	544/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	546									
61	61	545/3	545/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	547									
61	61	182	182	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	548									
61	61	547/3	547/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	549									
61	61	548/3	548/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	550									
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	551									
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	552									
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	553									
62	62	183	183	0.0	0	0	Chord	3/4	1	1	0	grace4	1/4	1	554									
62	62	183	183	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	555		ornamentTrill							
62	62	185	185	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	556									
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	557									
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	558									
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	559									
63	63	186	186	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	560									
63	63	559/3	559/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	561									
63	63	560/3	560/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	562									
63	63	187	187	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	563									
63	63	562/3	562/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	564									
63	63	563/3	563/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	565									
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	566									
63	63	186	186	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	567									
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	568									
64	64	189	189	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	569									
64	64	568/3	568/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	570									
64	64	569/3	569/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	571									
64	64	190	190	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	572									
64	64	571/3	571/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	573									
64	64	572/3	572/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	574									
64	64	191	191	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	575									
64	64	189	189	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	576									
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	577									
65	65	192	192	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	578									
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	579									
65	65	385/2	385/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	580									
65	65	771/4	771/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	581									
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	582									
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	583		ornamentTrill							
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	584									
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	585									
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	586									
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	587									
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	588									
66	66	195	195	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	589									
66	66	589/3	589/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	590									
66	66	590/3	590/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	591									
66	66	197	197	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	592									
66	66	592/3	592/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	593									
66	66	593/3	593/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	594									
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	595									
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	596									
67	67	198	198	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	597									
67	67	199	199	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	598									
67	67	598/3	598/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	599									
67	67	599/3	599/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	600									
67	67	200	200	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	2/3	601									
67	67	200	200	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	602									
67	67	601/3	601/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	603									
67	67	602/3	602/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	604									
67	67	198	198	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	605									
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	606									
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	607									
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	608									
68	68	201	201	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	609									
68	68	607/3	607/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	610									
68	68	608/3	608/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	611									
68	68	203	203	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	612									
68	68	610/3	610/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	613									
68	68	611/3	611/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	614									
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	615									
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	616									
69	69	204	204	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	617									
69	69	613/3	613/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	618									
69	69	614/3	614/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	619									
69	69	205	205	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	620									
69	69	616/3	616/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	621									
69	69	617/3	617/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	622									
69	69	206	206	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	623									
69	69	619/3	619/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	624									
69	69	620/3	620/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	625									
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	626									
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	627									
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	628									
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	629									
70	70	625/3	625/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	630									
70	70	626/3	626/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	631									
70	70	209	209	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	632									
70	70	628/3	628/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	633									
70	70	629/3	629/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	634									
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	635									
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	636									
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	637									
71	71	211	211	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	638									
71	71	634/3	634/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	639									
71	71	635/3	635/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	640									
71	71	212	212	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	2/3	641									
71	71	212	212	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	642									
71	71	637/3	637/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	643									
71	71	638/3	638/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	644									
71	71	210	210	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	645									
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	646									
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	647									
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	648									
72	72	213	213	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	649									
72	72	643/3	643/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	650									
72	72	644/3	644/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	651									
72	72	215	215	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	652									
72	72	646/3	646/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	653									
72	72	647/3	647/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	654									
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	655									
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	656									
73	73	216	216	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	657									
73	73	649/3	649/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	658									
73	73	650/3	650/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	659									
73	73	217	217	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	660									
73	73	652/3	652/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	661									
73	73	653/3	653/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	662									
73	73	218	218	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	663									
73	73	655/3	655/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	664									
73	73	656/3	656/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	665									
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	666									
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	667									
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	668									
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	669									
74	74	219	219	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	670								15	
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	671									
74	74	219	219	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	672								16	
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	673									
74	74	219	219	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	674									
