mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	542							
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	543							
54	54	106	106	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	544							
54	54	637/6	637/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	545							
54	54	319/3	319/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	546							
54	54	213/2	213/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	547							
54	54	320/3	320/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	548							
54	54	641/6	641/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	549							
54	54	107	107	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	550							
54	54	643/6	643/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	551							
54	54	322/3	322/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	552							
54	54	215/2	215/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	553							
54	54	323/3	323/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	554							
54	54	647/6	647/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	555							
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	556							
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	557							
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	558							
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	559							
55	55	108	108	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	560							
55	55	649/6	649/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	561							
55	55	325/3	325/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	562							
55	55	217/2	217/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	563							
55	55	326/3	326/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	564							
55	55	653/6	653/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	565							
55	55	109	109	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	2/3	566							
55	55	109	109	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	567							
55	55	655/6	655/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	568							
55	55	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	569							
55	55	219/2	219/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	2/3	570							
55	55	219/2	219/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	571							
55	55	329/3	329/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	572							
55	55	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	573							
55	55	108	108	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	574							
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	575							
55	55	109	109	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	576							
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	577							
55	55	108	108	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	578							
56	56	110	110	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	579							
56	56	661/6	661/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	580							
56	56	331/3	331/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	581							
56	56	221/2	221/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	582							
56	56	332/3	332/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	583							
56	56	665/6	665/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	584							
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	585							
56	56	110	110	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	586							
57	57	112	112	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	587							
57	57	673/6	673/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	588							
57	57	337/3	337/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	589							
57	57	225/2	225/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	590							
57	57	338/3	338/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	591							
57	57	677/6	677/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	592							
57	57	113	113	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	593							
57	57	679/6	679/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	594							
57	57	340/3	340/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	595							
57	57	227/2	227/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	2/3	596							
57	57	227/2	227/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	597							
57	57	341/3	341/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	598							
57	57	683/6	683/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	599							
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	600							
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	601							
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	602							
58	58	114	114	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	2/3	603							
58	58	114	114	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	604							
58	58	685/6	685/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	605							
58	58	343/3	343/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	606							
58	58	229/2	229/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	2/3	607							
58	58	229/2	229/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	608							
58	58	344/3	344/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	609							
58	58	689/6	689/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	610							
58	58	115	115	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	611							
58	58	691/6	691/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	612							
58	58	346/3	346/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	613							
58	58	231/2	231/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	614							
58	58	347/3	347/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	615							
58	58	695/6	695/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	616							
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	617							
58	58	115	115	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	618							
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	619							
59	59	116	116	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	620							
59	59	697/6	697/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	621							
59	59	349/3	349/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	622							
59	59	233/2	233/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	623							
59	59	350/3	350/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	624							
59	59	701/6	701/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	625							
59	59	117	117	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	626							
59	59	703/6	703/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	627							
59	59	352/3	352/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	628							
59	59	235/2	235/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	629							
59	59	353/3	353/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	630							
59	59	707/6	707/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	631							
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	632							
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	633							
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	634							
60	60	118	118	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	635							
60	60	709/6	709/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	636							
60	60	355/3	355/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	637							
60	60	237/2	237/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	638							
60	60	356/3	356/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	639							
60	60	713/6	713/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	640							
60	60	119	119	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	2/3	641							
60	60	119	119	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	642							
60	60	715/6	715/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	643							
60	60	358/3	358/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	644							
60	60	239/2	239/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	2/3	645							
60	60	239/2	239/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	646							
60	60	359/3	359/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	647							
60	60	719/6	719/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	648							
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	649							
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	650							
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	651							
61	61	120	120	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	652							
61	61	721/6	721/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	653							
61	61	361/3	361/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	654							
61	61	241/2	241/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	655							
61	61	362/3	362/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	656							
61	61	725/6	725/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	657							
61	61	121	121	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	658							
61	61	727/6	727/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	659							
61	61	364/3	364/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	660							
61	61	243/2	243/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	661							
61	61	365/3	365/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	662							
61	61	731/6	731/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	663							
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	664							
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	665							
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	666							
62	62	122	122	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	667							
62	62	733/6	733/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	668							
62	62	367/3	367/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	669							
62	62	245/2	245/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	670							
62	62	368/3	368/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	671							
62	62	737/6	737/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	672							
62	62	123	123	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	2/3	673							
62	62	123	123	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	674							
62	62	739/6	739/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	675							
62	62	370/3	370/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	676							
62	62	247/2	247/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	677							
62	62	371/3	371/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	678							
62	62	743/6	743/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	679							
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	680							
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	681							
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	682							
63	63	124	124	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	683							
63	63	745/6	745/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	684							
63	63	373/3	373/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	685							
63	63	249/2	249/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	686							
63	63	374/3	374/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	687							
63	63	749/6	749/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	688							
63	63	125	125	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	689							
63	63	751/6	751/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	690							
63	63	376/3	376/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	691							
63	63	251/2	251/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	692							
63	63	377/3	377/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	693							
63	63	755/6	755/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	694							
63	63	124	124	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	695							
63	63	249/2	249/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	696							
63	63	125	125	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	697							
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	698							
63	63	124	124	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	699							
63	63	125	125	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	700							
64	64	757/6	757/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	701							
64	64	379/3	379/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	702							
64	64	253/2	253/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	703							
64	64	380/3	380/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	704							
64	64	761/6	761/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	705							
64	64	127	127	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	706							
64	64	126	126	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	707							
64	64	126	126	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	708							
65	65	128	128	0.0	0	0	StaffText	2/4	1	1	0							Var. 4				
65	65	128	128	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	709							
65	65	513/4	513/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	710							
65	65	1027/8	1027/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	711							
65	65	129	129	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	712							
65	65	129	129	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	713							
65	65	517/4	517/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	714							
65	65	1035/8	1035/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	715							
65	65	128	128	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	716							
65	65	769/6	769/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	717							
65	65	385/3	385/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	718							
65	65	257/2	257/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	719							
65	65	386/3	386/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	720							
65	65	773/6	773/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	721							
65	65	129	129	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	722							
65	65	775/6	775/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	723							
65	65	388/3	388/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	724							
65	65	259/2	259/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	725							
65	65	389/3	389/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	726							
65	65	779/6	779/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	727							
66	66	130	130	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	728							
66	66	130	130	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	729							
66	66	521/4	521/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	730							
66	66	1043/8	1043/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	731							
66	66	131	131	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	732							
66	66	131	131	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	733							
66	66	525/4	525/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	734							
66	66	1051/8	1051/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	735							
66	66	130	130	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	736							
66	66	781/6	781/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	737							
66	66	391/3	391/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	738							
66	66	261/2	261/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	739							
66	66	392/3	392/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	740							
66	66	785/6	785/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	741							
66	66	131	131	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	742							
66	66	787/6	787/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	743							
66	66	394/3	394/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	744							
66	66	263/2	263/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	745							
66	66	395/3	395/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	746							
66	66	791/6	791/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	747							
67	67	132	132	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	748							
67	67	529/4	529/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	749							
67	67	1059/8	1059/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	750							
67	67	133	133	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	751							
67	67	533/4	533/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	752							
67	67	1067/8	1067/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	753							
67	67	132	132	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	754							
67	67	793/6	793/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	755							
67	67	397/3	397/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	756							
67	67	265/2	265/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	757							
67	67	398/3	398/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	758							
67	67	797/6	797/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	759							
67	67	133	133	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	760							
67	67	799/6	799/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	761							
67	67	400/3	400/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	762							
67	67	267/2	267/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	763							
67	67	401/3	401/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	764							
67	67	803/6	803/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	765							
68	68	134	134	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	766							
68	68	134	134	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	767							
68	68	537/4	537/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	768							
68	68	1075/8	1075/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	769							
68	68	135	135	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	770							
68	68	135	135	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	771							
68	68	541/4	541/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	772							
68	68	1083/8	1083/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	773							
68	68	134	134	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	774							
68	68	805/6	805/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	775							
