mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Vibrato:guitarVibratoWide
37	37	110	110	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	706									
37	37	441/4	441/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	707									
37	37	221/2	221/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	708									
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	709									
37	37	108	108	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	710									
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	711									
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	712									
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	713									
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	714									
37	37	108	108	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	715									
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	716									
37	37	109	109	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	717									
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	718									
37	37	110	110	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	719									
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	720									
37	37	108	108	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	721									
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	722									
37	37	109	109	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	723									
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	724									
37	37	110	110	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	725									
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	726									
38	38	111	111	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	727									
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	728									
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	729									
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	730									
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	731									
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	732	ornamentTrill								
38	38	111	111	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	733									
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	734									
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	735									
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	736									
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	737									
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	738									
38	38	111	111	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	739									
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	740									
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	741									
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	742									
38	38	111	111	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	743									
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	744									
38	38	449/4	449/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16		1/16	1	745									
38	38	225/2	225/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	746									
38	38	451/4	451/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	747									
38	38	453/4	453/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16		1/16	1	748									
38	38	227/2	227/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	749									
38	38	455/4	455/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	750									
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	751									
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	752									
39	39	114	114	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	753									
39	39	457/4	457/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	754									
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	755									
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	756									
39	39	115	115	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	757									
39	39	461/4	461/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	758									
39	39	231/2	231/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	759									
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	760									
39	39	116	116	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	761									
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	762									
39	39	233/2	233/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	763									
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	764									
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	765									
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	766									
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	767									
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	768									
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	769									
40	40	117	117	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	770									
40	40	469/4	469/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	771									
40	40	235/2	235/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	772									
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	773									
40	40	118	118	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	774									
40	40	473/4	473/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	775									
40	40	237/2	237/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	776									
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	777									
40	40	119	119	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	778									
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	779									
40	40	239/2	239/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	780									
40	40	479/4	479/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	781									
41	41	120	120	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	782									
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	783	ornamentTrill								
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	784									
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	785									
41	41	481/4	481/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	786									
41	41	241/2	241/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	787									
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	788									
41	41	121	121	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	789									
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	790									
41	41	243/2	243/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	791									
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	792									
41	41	122	122	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	793									
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	794									
41	41	245/2	245/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	795									
41	41	491/4	491/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	796									
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	797									
42	42	124	124	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	798									
42	42	497/4	497/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	799									
42	42	249/2	249/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	800									
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	801									
42	42	125	125	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	802									
42	42	501/4	501/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	803									
42	42	251/2	251/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	804	ornamentTrill								
42	42	503/4	503/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	805									
42	42	123	123	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	806									
42	42	493/4	493/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	807									
42	42	247/2	247/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	808									
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	809									
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	810									
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	811									
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	812									
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	813									
42	42	123	123	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	814									
42	42	493/4	493/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	815									
42	42	247/2	247/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	816									
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	817									
42	42	124	124	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	818									
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	819									
42	42	125	125	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	820									
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	821									
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	822									
43	43	255/2	255/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	823									
43	43	511/4	511/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	824									
43	43	128	128	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	825									
43	43	513/4	513/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	826									
43	43	257/2	257/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	827									
43	43	515/4	515/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	828									
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	829									
43	43	128	128	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	830									
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	831									
43	43	126	126	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	832									
43	43	505/4	505/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	833									
43	43	253/2	253/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	834									
43	43	507/4	507/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	835									
43	43	127	127	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	836									
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	837									
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	838									
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	839									
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	840									
44	44	261/2	261/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	841									
44	44	523/4	523/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	842									
44	44	131	131	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	843									
44	44	525/4	525/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	844									
44	44	263/2	263/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	845									
44	44	527/4	527/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	846									
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	847									
44	44	131	131	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	848									
44	44	263/2	263/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	849									
44	44	527/4	527/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	850									
44	44	129	129	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	851									
44	44	517/4	517/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	852									
44	44	259/2	259/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	853									
44	44	519/4	519/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	854									
44	44	130	130	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	855									
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	856									
44	44	131	131	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	857									
44	44	263/2	263/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	858									
45	45	132	132	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	859									
45	45	267/2	267/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	860									
45	45	535/4	535/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	861									
45	45	134	134	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	862									
45	45	537/4	537/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	863									
45	45	269/2	269/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	864									
45	45	539/4	539/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	865									
45	45	132	132	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	866									
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	867									
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	868									
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	869									
45	45	132	132	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	870									
45	45	529/4	529/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	871									
45	45	265/2	265/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	872									
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	873									
45	45	133	133	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	874									
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	875									
45	45	134	134	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	876									
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	877									
46	46	135	135	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	878									
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	879									
46	46	273/2	273/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	880									
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	881									
46	46	137	137	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	882									
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	883									
46	46	275/2	275/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	884									
46	46	551/4	551/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	885									
46	46	135	135	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	886									
46	46	541/4	541/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	887									
46	46	271/2	271/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	888									
46	46	543/4	543/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	889									
46	46	136	136	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	890									
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	891									
46	46	273/2	273/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	892									
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	893									
46	46	137	137	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	894									
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	895									
46	46	275/2	275/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	896									
46	46	551/4	551/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	897									
47	47	138	138	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	898									
47	47	553/4	553/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	899									
47	47	277/2	277/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	900									
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	901									
47	47	139	139	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	902									
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	903									
47	47	139	139	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	904									
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	905									
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	906									
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	907									
47	47	140	140	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	908									
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	909									
47	47	281/2	281/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	910									
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	911									
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	912									
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	913									
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	914									
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	915									
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	916									
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	917									
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	918									
48	48	142	142	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	919									
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	920									
48	48	285/2	285/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	921									
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	922									
48	48	143	143	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	923									
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	924									
48	48	287/2	287/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	925									
48	48	575/4	575/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	926									
48	48	141	141	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	927									
49	49	144	144	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	928									
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	929									
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	930									
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	931									
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	932									
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	933									
49	49	144	144	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	934									
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	935									
49	49	289/2	289/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	936									
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	937									
49	49	145	145	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	938									
