mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1		.Eb.I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	3/4	1	1		V64		Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
1	1	1/2	1/2	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	2	0	0	3/4	1	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
2	2	1/4	1/4	3/4	1	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
2	2	1/2	1/2	3/4	1	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
2	2	11/16	11/16	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	0	0	3/4	1	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
3	3	1/4	1/4	3/4	1	1		vi64		Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
3	3	1/2	1/2	3/4	1	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	4	0	0	3/4	1	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	1/4	1/4	3/4	1	1		viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
4	4	1/2	1/2	3/4	1	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
4	4	11/16	11/16	3/4	1	1		viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
5	5	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	1/4	1/4	3/4	1	1		IVM7		Eb	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
5	5	1/2	1/2	3/4	1	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
6	6	0	0	3/4	1	1		vi	IV6	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	1/4	1/4	3/4	1	1		V(+4)		Eb	I		V(+4)		V			+4				M	0	0	1, 5, 2	0	1	1
6	6	1/2	1/2	3/4	1	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	1/4	1/4	3/4	1	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	7	1/2	1/2	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
8	8	0	0	3/4	1	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	8	1/4	1/4	3/4	1	1		V\\		Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
9	9	1/4	1/4	3/4	1	1		V64		Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
9	9	1/2	1/2	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	0	0	3/4	1	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
10	10	1/4	1/4	3/4	1	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
10	10	1/2	1/2	3/4	1	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
10	10	11/16	11/16	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	0	0	3/4	1	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
11	11	1/4	1/4	3/4	1	1		vi64		Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
11	11	1/2	1/2	3/4	1	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
12	12	0	0	3/4	1	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	1/4	1/4	3/4	1	1		viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
12	12	1/2	1/2	3/4	1	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
12	12	11/16	11/16	3/4	1	1		viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
13	13	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	1/4	1/4	3/4	1	1		IVM7		Eb	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
13	13	1/2	1/2	3/4	1	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
14	14	0	0	3/4	1	1		vi	IV6	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
14	14	1/4	1/4	3/4	1	1		vi6	IV	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
14	14	1/2	1/2	3/4	1	1		vi64		Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
15	15	0	0	3/4	1	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
15	15	1/4	1/4	3/4	1	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
15	15	1/2	1/2	3/4	1	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
16	16	0	0	3/4	1	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
17	17	0	0	3/4	1	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
17	17	1/4	1/4	3/4	1	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
17	17	1/2	1/2	3/4	1	1		viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
18	18	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
18	18	1/4	1/4	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
19	19	0	0	3/4	1	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
19	19	1/4	1/4	3/4	1	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	1/2	1/2	3/4	1	1		viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
20	20	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	20	1/4	1/4	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
21	21	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
21	21	1/4	1/4	3/4	1	1		IVM7		Eb	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
21	21	1/2	1/2	3/4	1	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
22	22	0	0	3/4	1	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
22	22	1/2	1/2	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	0	0	3/4	1	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
23	23	1/4	1/4	3/4	1	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	23	1/2	1/2	3/4	1	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
24	24	0	0	3/4	1	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
24	24	1/2	1/2	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	0	0	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
25	25	1/4	1/4	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	1/2	1/2	3/4	1	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	0	0	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
26	26	1/2	1/2	3/4	1	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
27	27	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
27	27	1/2	1/2	3/4	1	1		V.ii6		Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	28	0	0	3/4	1	1		V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
28	28	1/4	1/4	3/4	1	1		viio6		Eb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
28	28	3/8	3/8	3/4	1	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
28	28	1/2	1/2	3/4	1	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
28	28	5/8	5/8	3/4	1	1		V64		Eb	V		V64		V		64					M	0	0	2, 1, 5		1	2
29	29	0	0	3/4	1	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
29	29	1/4	1/4	3/4	1	1		V64		Eb	V		V64		V		64					M	0	0	2, 1, 5		1	2
29	29	1/2	1/2	3/4	1	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	0	0	3/4	1	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
30	30	1/4	1/4	3/4	1	1		IV6		Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
30	30	1/2	1/2	3/4	1	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
30	30	11/16	11/16	3/4	1	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
31	31	0	0	3/4	1	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
31	31	1/4	1/4	3/4	1	1		vi64		Eb	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
31	31	1/2	1/2	3/4	1	1		ii6		Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
32	32	0	0	3/4	1	1		V(4)		Eb	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
32	32	1/4	1/4	3/4	1	1		V6(11)		Eb	V		V6(11)		V		6	11				M	0	0	5, 2, 1	0	1	5
32	32	1/2	1/2	3/4	1	1		viio6		Eb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
33	33	0	0	3/4	1	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	1/4	1/4	3/4	1	1		viio6		Eb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
33	33	1/2	1/2	3/4	1	1		vi6		Eb	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
34	34	0	0	3/4	1	1		V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
34	34	1/4	1/4	3/4	1	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	1/2	1/2	3/4	1	1		vi64		Eb	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
35	35	0	0	3/4	1	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
35	35	1/4	1/4	3/4	1	1		V(64)		Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	35	1/2	1/2	3/4	1	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	0	0	3/4	1	1		I\\		Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
36	36	1/4	1/4	3/4	1	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	3/8	3/8	3/4	1	1		viio6		Eb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	36	1/2	1/2	3/4	1	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
36	36	5/8	5/8	3/4	1	1		I.viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
37	37	0	0	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	1/4	1/4	3/4	1	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
37	37	1/2	1/2	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
38	38	0	0	3/4	1	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	38	1/4	1/4	3/4	1	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
38	38	7/16	7/16	3/4	1	1		iii6		Eb	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
38	38	1/2	1/2	3/4	1	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	38	11/16	11/16	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
39	39	0	0	3/4	1	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
39	39	1/4	1/4	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
39	39	1/2	1/2	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
40	40	0	0	3/4	1	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	40	1/4	1/4	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
40	40	1/2	1/2	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	41	0	0	3/4	1	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	1/4	1/4	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	42	0	0	3/4	1	1		V\\		Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
47	47	0	0	3/4	1	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
47	47	1/4	1/4	3/4	1	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	47	1/2	1/2	3/4	1	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
48	48	0	0	3/4	1	1		vi.#viio6		Eb	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
48	48	1/4	1/4	3/4	1	1		#viio64		Eb	vi		#viio64		#vii	o	64					o	0	1	-1, 5, 2		5	-1
48	48	1/2	1/2	3/4	1	1		#viio		Eb	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
49	49	0	0	3/4	1	1		i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
49	49	1/4	1/4	3/4	1	1		i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
49	49	1/2	1/2	3/4	1	1		i64		Eb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
50	50	0	0	3/4	1	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
50	50	1/4	1/4	3/4	1	1		V6		Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
50	50	1/2	1/2	3/4	1	1		V64		Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
51	51	0	0	3/4	1	1		i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
51	51	1/4	1/4	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
52	52	0	0	3/4	1	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
52	52	1/4	1/4	3/4	1	1		V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
52	52	1/2	1/2	3/4	1	1		V65		Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
53	53	0	0	3/4	1	1		i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
53	53	1/4	1/4	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
54	54	0	0	3/4	1	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
54	54	1/4	1/4	3/4	1	1		V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
54	54	1/2	1/2	3/4	1	1		V65		Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
55	55	0	0	3/4	1	1		i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
55	55	1/4	1/4	3/4	1	1		iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
55	55	1/2	1/2	3/4	1	1		#viio/iv		Eb	vi		#viio/iv		#vii	o			iv			o	0	1	4, 1, -2		4	4
56	56	0	0	3/4	1	1		iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
56	56	1/4	1/4	3/4	1	1		#viio6		Eb	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
56	56	1/2	1/2	3/4	1	1		i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
57	57	0	0	3/4	1	1		iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
57	57	1/4	1/4	3/4	1	1		iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
57	57	1/2	1/2	3/4	1	1		iio6		Eb	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
58	58	0	0	3/4	1	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
59	59	0	0	3/4	1	1		i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
59	59	1/4	1/4	3/4	1	1		V64		Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
59	59	1/2	1/2	3/4	1	1		i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
60	60	0	0	3/4	1	1		iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
60	60	1/4	1/4	3/4	1	1		iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
60	60	11/16	11/16	3/4	1	1		i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
61	61	0	0	3/4	1	1		iio		Eb	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
61	61	1/4	1/4	3/4	1	1		VI64		Eb	vi		VI64		VI		64					M	0	1	-3, -4, 0		-4	-3
61	61	1/2	1/2	3/4	1	1		iio6		Eb	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
62	62	0	0	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
62	62	1/4	1/4	3/4	1	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
62	62	3/8	3/8	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
62	62	1/2	1/2	3/4	1	1		V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
63	63	1/4	1/4	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
63	63	3/8	3/8	3/4	1	1		V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
63	63	1/2	1/2	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
64	64	0	0	3/4	1	1		VIM7		Eb	vi		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
64	64	1/4	1/4	3/4	1	1		iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
64	64	3/8	3/8	3/4	1	1		VIM7		Eb	vi		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
64	64	1/2	1/2	3/4	1	1		iio64		Eb	vi		iio64		ii	o	64					o	0	1	-4, 2, -1		2	-4
64	64	5/8	5/8	3/4	1	1		VI		Eb	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
65	65	0	0	3/4	1	1		.It6		Eb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
65	65	1/2	1/2	3/4	1	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
65	65	5/8	5/8	3/4	1	1		#viio64		Eb	vi		#viio64		#vii	o	64					o	0	1	-1, 5, 2		5	-1
66	66	0	0	3/4	1	1		i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
66	66	1/8	1/8	3/4	1	1		iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
66	66	1/4	1/4	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
66	66	3/8	3/8	3/4	1	1		V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
66	66	1/2	1/2	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
66	66	5/8	5/8	3/4	1	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
67	67	0	0	3/4	1	1		i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
68	68	0	0	3/4	1	1		iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
68	68	1/4	1/4	3/4	1	1		V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
68	68	1/2	1/2	3/4	1	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
69	69	0	0	3/4	1	1		i\\		Eb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
69	69	1/4	1/4	3/4	1	1		I.V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
