mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2	1	1/2	1/2	6.0	0	0	12/8	2	1	c.i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
3	2	13/2	13/2	6.0	0	0	12/8	2	1	V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
4	3	25/2	25/2	3.0	0	0	12/8	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	3	31/2	31/2	1.5	3/4	3/4	12/8	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
4	3	17	17	1.5	9/8	9/8	12/8	2	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	37/2	37/2	6.0	0	0	12/8	2	1	i[i|PAC}	c	i	i	i		i					PAC	}	m	1	1	0, -3, 1		0	0
5	4	23	23	0.0	9/8	9/8	12/8	2	1	{	c	i	i									{		1	1				
6	5	49/2	49/2	4.5	0	0	12/8	2	1	iv	c	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
6	5	29	29	1.5	9/8	9/8	12/8	2	1	#viio	c	i	i	#viio		#vii	o						o	1	1	5, 2, -1		5	5
7	6	61/2	61/2	6.0	0	0	12/8	2	1	i	c	i	i	i		i							m	1	1	0, -3, 1		0	0
8	7	73/2	73/2	4.5	0	0	12/8	2	1	iv	c	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
8	7	41	41	1.5	9/8	9/8	12/8	2	1	#viio	c	i	i	#viio		#vii	o						o	1	1	5, 2, -1		5	5
9	8	85/2	85/2	6.0	0	0	12/8	2	1	i]}	c	i	i	i		i						}	m	1	1	0, -3, 1		0	0
9	8	47	47	0.0	9/8	9/8	12/8	2	1	{	c	i										{		1	1				
10	9	97/2	97/2	1.5	0	0	12/8	2	1	V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
10	9	50	50	1.5	3/8	3/8	12/8	2	1	v6	c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
10	9	103/2	103/2	1.5	3/4	3/4	12/8	2	1	IV6	c	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
10	9	53	53	1.5	9/8	9/8	12/8	2	1	It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
11	10	109/2	109/2	3.0	0	0	12/8	2	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	10	115/2	115/2	3.0	3/4	3/4	12/8	2	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
12	11	121/2	121/2	3.0	0	0	12/8	2	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	11	127/2	127/2	3.0	3/4	3/4	12/8	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
13	12	133/2	133/2	4.5	0	0	12/8	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	12	71	71	1.5	9/8	9/8	12/8	2	1	viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
14	13	145/2	145/2	6.0	0	0	12/8	2	1	V|HC}	c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
15	14	157/2	157/2	12.0	0	0	12/8	2	1	III.I{	c	III		I		I						{	M	1	0	0, 4, 1		0	0
17	16	181/2	181/2	12.0	0	0	12/8	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
19	18	205/2	205/2	3.0	0	0	12/8	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
19	18	211/2	211/2	3.0	3/4	3/4	12/8	2	1	viio6	c	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
20	19	217/2	217/2	3.0	0	0	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
20	19	223/2	223/2	3.0	3/4	3/4	12/8	2	1	V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
21	20	229/2	229/2	3.0	0	0	12/8	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
21	20	235/2	235/2	3.0	3/4	3/4	12/8	2	1	viio6	c	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
22	21	241/2	241/2	3.0	0	0	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
22	21	247/2	247/2	3.0	3/4	3/4	12/8	2	1	V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
23	22	253/2	253/2	1.5	0	0	12/8	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
23	22	128	128	1.5	3/8	3/8	12/8	2	1	V65/IV	c	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
23	22	259/2	259/2	1.5	3/4	3/4	12/8	2	1	IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
23	22	131	131	1.5	9/8	9/8	12/8	2	1	vii%7/V	c	III		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
24	23	265/2	265/2	1.5	0	0	12/8	2	1	V[V|HC}	c	III	V	V		V					HC	}	M	1	0	1, 5, 2		1	1
24	23	134	134	1.5	3/8	3/8	12/8	2	1	I	c	III	V	I		I							M	1	0	0, 4, 1		0	0
24	23	271/2	271/2	1.5	3/4	3/4	12/8	2	1	ii6	c	III	V	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
24	23	137	137	1.5	9/8	9/8	12/8	2	1	I6	c	III	V	I6		I		6					M	1	0	4, 1, 0		0	4
25	24	277/2	277/2	1.5	0	0	12/8	2	1	viio6	c	III	V	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
25	24	140	140	1.5	3/8	3/8	12/8	2	1	vi6	c	III	V	vi6		vi		6					m	1	0	0, 4, 3		3	0
25	24	283/2	283/2	1.5	3/4	3/4	12/8	2	1	V6	c	III	V	V6		V		6					M	1	0	5, 2, 1		1	5
25	24	143	143	1.5	9/8	9/8	12/8	2	1	viio6/V	c	III	V	viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
26	25	289/2	289/2	1.5	0	0	12/8	2	1	V	c	III	V	V		V							M	1	0	1, 5, 2		1	1
26	25	146	146	1.5	3/8	3/8	12/8	2	1	I	c	III	V	I		I							M	1	0	0, 4, 1		0	0
26	25	295/2	295/2	1.5	3/4	3/4	12/8	2	1	ii6	c	III	V	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
26	25	149	149	1.5	9/8	9/8	12/8	2	1	I6	c	III	V	I6		I		6					M	1	0	4, 1, 0		0	4
27	26	301/2	301/2	1.5	0	0	12/8	2	1	viio6	c	III	V	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
27	26	152	152	1.5	3/8	3/8	12/8	2	1	vi6	c	III	V	vi6		vi		6					m	1	0	0, 4, 3		3	0
27	26	307/2	307/2	1.5	3/4	3/4	12/8	2	1	V6	c	III	V	V6		V		6					M	1	0	5, 2, 1		1	5
27	26	155	155	1.5	9/8	9/8	12/8	2	1	viio6/V	c	III	V	viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
28	27	313/2	313/2	6.0	0	0	12/8	2	1	V]{	c	III	V	V		V						{	M	1	0	1, 5, 2		1	1
29	28	325/2	325/2	6.0	0	0	12/8	2	1	V65/V	c	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
30	29	337/2	337/2	3.0	0	0	12/8	2	1	V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
30	29	343/2	343/2	3.0	3/4	3/4	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
31	30	349/2	349/2	3.0	0	0	12/8	2	1	V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
31	30	355/2	355/2	3.0	3/4	3/4	12/8	2	1	I}	c	III		I		I						}	M	1	0	0, 4, 1		0	0
32	31	361/2	361/2	3.0	0	0	12/8	2	1	IV{	c	III		IV		IV						{	M	1	0	-1, 3, 0		-1	-1
32	31	367/2	367/2	3.0	3/4	3/4	12/8	2	1	viio64	c	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
33	32	373/2	373/2	6.0	0	0	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
34	33	385/2	385/2	3.0	0	0	12/8	2	1	IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
34	33	391/2	391/2	3.0	3/4	3/4	12/8	2	1	viio64	c	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
35	34	397/2	397/2	3.0	0	0	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
35	34	403/2	403/2	3.0	3/4	3/4	12/8	2	1	IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
36	35	409/2	409/2	3.0	0	0	12/8	2	1	V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
36	35	415/2	415/2	3.0	3/4	3/4	12/8	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
37	36	421/2	421/2	3.0	0	0	12/8	2	1	I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
37	36	427/2	427/2	3.0	3/4	3/4	12/8	2	1	V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
38	37	433/2	433/2	3.0	0	0	12/8	2	1	vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
38	37	439/2	439/2	3.0	3/4	3/4	12/8	2	1	iii6	c	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
39	38	445/2	445/2	6.0	0	0	12/8	2	1	viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
40	39	457/2	457/2	3.0	0	0	12/8	2	1	V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
40	39	463/2	463/2	3.0	3/4	3/4	12/8	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
41	40	469/2	469/2	3.0	0	0	12/8	2	1	I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
41	40	475/2	475/2	3.0	3/4	3/4	12/8	2	1	V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
42	41	481/2	481/2	3.0	0	0	12/8	2	1	vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
42	41	487/2	487/2	3.0	3/4	3/4	12/8	2	1	iii6	c	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
43	42	493/2	493/2	6.0	0	0	12/8	2	1	viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
44	43	505/2	505/2	3.0	0	0	12/8	2	1	V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
44	43	511/2	511/2	3.0	3/4	3/4	12/8	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
45	44	517/2	517/2	1.5	0	0	12/8	2	1	I|PAC}{	c	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
45	44	260	260	1.5	3/8	3/8	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
45	44	523/2	523/2	1.5	3/4	3/4	12/8	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
45	44	263	263	1.5	9/8	9/8	12/8	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
46	45	529/2	529/2	1.5	0	0	12/8	2	1	vi|DC	c	III		vi		vi					DC		m	1	0	3, 0, 4		3	3
46	45	266	266	1.5	3/8	3/8	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
46	45	535/2	535/2	1.5	3/4	3/4	12/8	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
46	45	269	269	1.5	9/8	9/8	12/8	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
47	46	541/2	541/2	1.5	0	0	12/8	2	1	vi|DC	c	III		vi		vi					DC		m	1	0	3, 0, 4		3	3
47	46	272	272	1.5	3/8	3/8	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
47	46	547/2	547/2	1.5	3/4	3/4	12/8	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
47	46	275	275	1.5	9/8	9/8	12/8	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
48	47	553/2	553/2	3.0	0	0	12/8	2	1	I(^74)}	c	III		I(^74)		I			^74			}	M	1	0	0, -1, 1	5	0	0
48	47	559/2	559/2	3.5	3/4	3/4	12/8	2	1	I|PAC	c	III		I		I					PAC		M	1	0	0, 4, 1		0	0
50	48	283	283	6.0	0	0	12/8	2	1	I{	c	III		I		I						{	M	1	0	0, 4, 1		0	0
51	49	289	289	6.0	0	0	12/8	2	1	V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
52	50	295	295	3.0	0	0	12/8	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
52	50	298	298	1.5	3/4	3/4	12/8	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
52	50	599/2	599/2	1.5	9/8	9/8	12/8	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
53	51	301	301	6.0	0	0	12/8	2	1	I[I|PAC}	c	III	I	I		I					PAC	}	M	1	0	0, 4, 1		0	0
53	51	611/2	611/2	0.0	9/8	9/8	12/8	2	1	{	c	III	I									{		1	0				
54	52	307	307	3.0	0	0	12/8	2	1	IV	c	III	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
